Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Score_Overall,Grades_OVERALL
"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",0.548,-0.5706269891,C-,0.5029316708,-0.5370501796,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,-0.196800937,C,#DIV/0!,#DIV/0!,#DIV/0!,0.7618765432,-0.3119648974,C-,#DIV/0!,#DIV/0!
"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",0.883,0.027905388,C,1.0123405141,-0.0090509102,C,0.5958946569,-0.6323530117,C-,0.3031280756,-0.4948461152,C-,1.5797088121,0.5846609627,B-,0,-0.7828677296,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",0.832,-0.0637287106,C,1.1212519968,0.103835201,C,1.2084612313,0.0562593313,C,0,-0.8532286134,D,1.0722630896,-0.0993884946,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",0.779,-0.1580369388,C,0.4940272255,-0.5462795847,C-,1.0672617457,-0.1024690627,C,0,-0.8532286134,D,1.0264395688,-0.1611597406,C,1.0602191168,-0.1056181119,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",0.784,-0.1487387807,C,0.6155697664,-0.4203014561,C-,1.4041005291,0.2761858516,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.9966260698,-0.2013490788,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",0.852,-0.0274788049,C,0.6423935655,-0.3924987461,C-,1.0829801741,-0.0847993037,C,1.7092592593,1.1675957598,B,1,-0.196800937,C,#DIV/0!,#DIV/0!,#DIV/0!,0.170717472,-0.536661112,C-,#DIV/0!,#DIV/0!
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",0.903,0.0624049533,C,0.8451398067,-0.1823534598,C,0,-1.3022237374,D-,#DIV/0!,#DIV/0!,#DIV/0!,1.0272827283,-0.1600231406,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",0.287,-1.035956176,D,0.2082386137,-0.8424977997,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.56718529,-0.7802459328,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (East) PUMA, New York",0.335,-0.9501926889,D,0.5851552755,-0.4518258969,C-,0.776135156,-0.4297369409,C-,0,-0.8532286134,D,0.9294985716,-0.2918386162,C-,0.6374886883,-0.3756509915,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",0.544,-0.5777602951,C-,1.0460560454,0.0258950397,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.8832383394,-0.3541985601,C-,#DIV/0!,#DIV/0!,#DIV/0!,0,-0.6015498561,C-,#DIV/0!,#DIV/0!
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",0.776,-0.1628422424,C,0.893508012,-0.1322200995,C,0.797926132,-0.4052407707,C-,0,-0.8532286134,D,0.6240062326,-0.7036498886,C-,2.0100201316,0.5010983337,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",2.655,3.1874842415,A,0.7248281304,-0.3070558046,C-,2.5167478685,1.5269604175,A-,#DIV/0!,#DIV/0!,#DIV/0!,0.8792848443,-0.3595279698,C-,#DIV/0!,#DIV/0!,#DIV/0!,4.9673544006,1.2865134161,A-,#DIV/0!,#DIV/0!
"Suffolk County (Central)--Islip Town (East) PUMA, New York",0.539,-0.5866140745,C-,0.8125446114,-0.216138188,C,0.5564561469,-0.6766875312,C-,0,-0.8532286134,D,1.4726182864,0.44030027,B-,0,-0.7828677296,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",1.137,0.4809217042,B-,0.8633774995,-0.1634501984,C,1.6328796621,0.5333662813,B-,2.0517943409,1.5725684039,A-,0.9751585267,-0.2302878609,C,0.6741267575,-0.3522472271,C-,5.0395092025,1.3139390476,A-,0.4506871644,B-
"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",0.816,-0.092657256,C,0.7794317761,-0.250459447,C-,1.3333557691,0.1966586345,C,0.8370796619,0.1364345837,C,1.1185035807,-0.0370551623,C,#DIV/0!,#DIV/0!,#DIV/0!,0,-0.6015498561,C-,#DIV/0!,#DIV/0!
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",0.771,-0.1726371928,C,1.9368561026,0.9492040588,B,1.4015118745,0.273275834,B-,0,-0.8532286134,D,1.3208350809,0.2356927331,C,#DIV/0!,#DIV/0!,#DIV/0!,0.5230040059,-0.4027589958,C-,#DIV/0!,#DIV/0!
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",0.672,-0.3487836016,C-,0.8568194134,-0.1702476161,C,0.7774495051,-0.4282594247,C-,0.1700875396,-0.6521373841,C-,0.8354056253,-0.4186782485,C-,1.3678197207,0.0908718288,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",0.826,-0.0743273097,C,0.8686499273,-0.1579853581,C,1.7157637284,0.6265398129,B-,1.1347293156,0.4883400489,B-,0.9920126105,-0.2075681368,C,2.1124869782,0.5665523814,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",0.588,-0.4989663683,C-,0.6027674275,-0.4335710051,C-,1.2378072252,0.0892484209,C,1.1343783419,0.4879250994,B-,0.7153466657,-0.5805207126,C-,0.8314295893,-0.2517649014,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",0.608,-0.4636279293,C-,0.6360341598,-0.3990902327,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0774598529,-0.0923831284,C,10.1233210208,5.6837344872,A,0,-0.6015498561,C-,#DIV/0!,#DIV/0!
"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",0.985,0.2094105393,C,0.9116532952,-0.1134126202,C,1.0428640464,-0.1298955623,C,0.6678445821,-0.0636487988,C,1.0262454796,-0.1614213776,C,0.5718637261,-0.4175710813,C-,5.9764412201,1.6700616006,A-,0.1419318142,C
"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",0.801,-0.1192502499,C,1.0329345777,0.0122947156,C,2.0484605169,1.0005385333,B,1.1870794588,0.5502326171,B-,1.1320090305,-0.01884948,C,1.7473761179,0.3333258845,B-,4.4244706463,1.080166376,B,0.4054940567,B-
"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",0.629,-0.4251078807,C-,0.809272041,-0.2195301879,C,3.3409597844,2.4534923606,A,2.5795154913,2.196482978,A,0.7470099993,-0.5378377513,C-,4.9532726257,2.3811970744,A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",1.095,0.4057267517,B-,0.9345981028,-0.0896304621,C,0.7064410811,-0.5080830378,C-,1.0387775303,0.3748980972,B-,3.2259619247,2.8038511106,A,0.8782514835,-0.2218558859,C,0.2836828165,-0.4937236244,C-,0.3244547071,B-
"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",0.852,-0.0273979427,C,0.690359352,-0.3427824906,C-,0.8511222828,-0.3454406975,C-,0.5022795274,-0.259393181,C-,1.0691369182,-0.1036026514,C,1.7964706866,0.3646866452,B-,2.287083227,0.2677575243,B-,-0.0637389705,C
"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",0.700,-0.2994376929,C-,0.7993880463,-0.2297748903,C,1.5655159979,0.4576398989,B-,0.6284681336,-0.1102028171,C,0.4877085215,-0.8873825937,D,1.7316246436,0.3232641154,B-,0.2838919523,-0.493644133,C-,-0.1770768732,C
"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",0.861,-0.0114842261,C,0.577482631,-0.4597785478,C-,2.3515337794,1.3412361784,A-,2.4919847408,2.092997054,A,0.4560220251,-0.9300967791,D,1.8546713954,0.4018642504,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",0.859,-0.015193944,C,0.61895344,-0.4167942982,C-,1.4732572647,0.3539279025,B-,0.8888401395,0.1976300016,C,#DIV/0!,#DIV/0!,#DIV/0!,1.4913210473,0.1697623382,C,1.2907530902,-0.1109419174,C,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",0.839,-0.0507643408,C,0.7143238692,-0.3179434095,C-,1.1684881796,0.0113239105,C,1.1701011817,0.5301595264,B-,0.3747410375,-1.0396655725,D,0.5118790441,-0.4558882577,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",0.632,-0.4211066275,C-,1.4146269234,0.4079165866,B-,2.5424515889,1.5558550714,A-,2.2679516251,1.8281270068,A,1.3414704063,0.2635096651,B-,1.1113790447,-0.0729380357,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 11--East Harlem PUMA, New York",0.789,-0.141063043,C,2.2693769482,1.2938599592,A-,4.6738851417,3.9518908883,A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,-0.7828677296,D,1.1192082118,-0.1761451541,C,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",0.344,-0.9341013649,D,0.9475339605,-0.0762225217,C,0.9963781121,-0.1821523937,C,0,-0.8532286134,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",1.318,0.8028479447,B,0.8226663314,-0.2056470847,C,0,-1.3022237374,D-,#DIV/0!,#DIV/0!,#DIV/0!,0.7872428303,-0.4836028943,C-,0.205203626,-0.6517872057,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",0.880,0.0219024665,C,0.937573309,-0.0865466784,C,0.5619970228,-0.670458795,C-,0.5652905216,-0.1848964936,C,0,-1.544825813,D-,0.2568593588,-0.6187904179,C-,0,-0.6015498561,C-,-0.5264522268,C-
"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.2251082251,-0.5159874948,C-,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",1.141,0.4866499172,B-,0.8781142399,-0.1481756538,C,2.3781715767,1.3711808681,A-,#DIV/0!,#DIV/0!,#DIV/0!,1.047295748,-0.1330450922,C,1.8609929078,0.4059023231,B-,1.3350392358,-0.0941090044,C,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",0.459,-0.7295849937,C-,0.4846692558,-0.5559790653,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7068975441,-0.5919103388,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",0.798,-0.1247619553,C,0.9365055562,-0.0876533979,C,4.8140267672,4.1094300964,A,0,-0.8532286134,D,1.177010801,0.0418140261,C,#DIV/0!,#DIV/0!,#DIV/0!,0.6401292555,-0.3582403518,C-,#DIV/0!,#DIV/0!
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",0.857,-0.0189923916,C,0.7938710398,-0.235493235,C,2.589237751,1.6084494016,A-,2.7789863188,2.4323135039,A,0.8565425799,-0.3901851079,C-,7.2633663366,3.8568449455,A,0,-0.6015498561,C-,0.95019818,B
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",0.952,0.1503970666,C,0.8029866946,-0.2260449125,C,1.4615860788,0.3408078221,B-,0.6976650221,-0.0283926657,C,1.0194719324,-0.1705522877,C,0.6742360782,-0.352177395,C-,1.3159649906,-0.1013590169,C,-0.055331627,C
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",0.700,-0.2986007747,C-,0.8080296459,-0.2208179232,C,0.7650152519,-0.4422373017,C-,0.8156829499,0.1111376622,C,1.2868935012,0.1899386394,C,0.5929324937,-0.4041127172,C-,2.1450055628,0.2137546088,C,-0.1215625438,C
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",0.547,-0.5711378831,C-,0.8677144794,-0.1589549443,C,1.0624769898,-0.107847812,C,0,-0.8532286134,D,0.6176439114,-0.7122264559,C-,1.2038116592,-0.0138936817,C,0,-0.6015498561,C-,-0.4312627495,C-
"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",0.987,0.2124826979,C,1.2020709537,0.1876035744,C,1.1308232789,-0.0310168188,C,0.9767104701,0.3015174047,B-,2.2284953868,1.4592414045,A-,0.7844675957,-0.2817634099,C-,0.5575429441,-0.389630941,C-,0.2083477017,C
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",0.497,-0.6613195202,C-,0.7712442151,-0.2589458057,C-,1.8561272655,0.7843284813,B,0,-0.8532286134,D,0.7418171423,-0.5448378517,C-,0.4970089862,-0.4653869933,C-,3.3478471214,0.6709478723,B-,-0.1897774901,C
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",0.693,-0.310987845,C-,1.0374042163,0.0169274697,C,0.436868079,-0.8111216043,D,0,-0.8532286134,D,#DIV/0!,#DIV/0!,#DIV/0!,0,-0.7828677296,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",0.835,-0.0584309239,C,0.8620734429,-0.1648018455,C,1.0273241124,-0.1473646682,C,0.3588102441,-0.4290141575,C-,0.6394377827,-0.6828477753,C-,0.2432656897,-0.6274738184,C-,0.38705429,-0.4544327128,C-,-0.3663379859,C-
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",0.410,-0.8155366618,D,0.5342695101,-0.5045686935,C-,0.2335496572,-1.039680557,D,#DIV/0!,#DIV/0!,#DIV/0!,0.9049343389,-0.324951813,C-,1.0169358244,-0.1332667298,C,0,-0.6015498561,C-,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",0.925,0.1024618046,C,0.8695013269,-0.1571028874,C,1.2356710094,0.0868470091,C,1.0992379829,0.4463793283,B-,0.597961489,-0.7387588509,C-,0.925102249,-0.191928428,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",0.669,-0.3547495107,C-,0.8288951936,-0.1991909057,C,1.3267966291,0.1892852242,C,1.036652406,0.3723856035,B-,1.1318610217,-0.0190489995,C,0.7712557554,-0.2902029047,C-,0.3911473595,-0.4528769603,C-,-0.1077712076,C
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",1.007,0.2476489046,C,1.0572963441,0.0375455432,C,0.8097554171,-0.3919429643,C-,0.3991802802,-0.3812854396,C-,1.3878981229,0.3260953821,B-,1.2152244051,-0.0066034172,C,1.733477219,0.0573350163,C,-0.0158867107,C
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",0.866,-0.0034824287,C,0.5120252733,-0.527624714,C-,0.8455605719,-0.3516928551,C-,0.5080757013,-0.2525404761,C-,2.2572330395,1.4979804752,A-,1.1551269302,-0.0449926437,C,0.4393926799,-0.4345391872,C-,-0.0166988328,C
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",1.048,0.3223269471,B-,0.9213568994,-0.1033548915,C,0.8890491017,-0.3028055347,C-,1.0391468261,0.3753347085,B-,1.2498221388,0.1399655207,C,1.6181857356,0.2508013048,B-,2.7775222724,0.4541706275,B-,0.1623483832,C
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",0.711,-0.2795839324,C-,0.9534142686,-0.070127617,C,0.6449425529,-0.5772161694,C-,0.2036150907,-0.6124984048,C-,1.97082157,1.1118906896,B,0.5867713838,-0.4080483276,C-,0.6785584309,-0.3436336399,C-,-0.1684596288,C
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",0.809,-0.1049637207,C,0.7515737139,-0.2793341646,C-,0.7661550288,-0.4409560297,C-,0.2131984638,-0.6011681669,C-,1.2250697564,0.1065986935,C,0.7450859729,-0.3069197088,C-,0.4109578948,-0.445347088,C-,-0.2960128836,C-
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",0.894,0.0461651059,C,0.9698865173,-0.0530542281,C,0.7417967248,-0.4683382432,C-,0.4506213907,-0.3204676033,C-,1.0678330833,-0.1053602533,C,0.9781713959,-0.1580287756,C,0,-0.6015498561,C-,-0.2372334077,C
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",0.917,0.087618923,C,0.8940495806,-0.1316587669,C,2.0061564029,0.9529826655,B,1.4806507753,0.8973163426,B,0.8595664224,-0.386108893,C-,0.9075205475,-0.2031593146,C,1.9352575933,0.1340305936,C,0.1930030786,C
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",0.864,-0.006697869,C,0.970757934,-0.0521510098,C,0.7836595156,-0.4212784858,C-,0.5523113771,-0.2002414868,C,1.0821108575,-0.0861134585,C,0.9350240325,-0.1855905645,C,2.218446155,0.241668962,C,-0.1014862732,C
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",0.731,-0.243710587,C,0.6628721606,-0.3712728028,C-,0.9417887967,-0.2435185829,C,0.7785977414,0.067292533,C,0.9659718667,-0.2426717071,C,0.7543751004,-0.300985975,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",0.611,-0.4581868053,C-,0.8555316061,-0.1715824209,C,1.4676177204,0.3475882489,B-,0.5337468204,-0.2221900053,C,1.1976472548,0.0696324792,C,1.9350431827,0.4532043567,B-,3.235679549,0.6283136133,B-,0.0923970667,C
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",0.712,-0.2777425815,C-,0.7109004964,-0.3214917152,C-,1.1174824316,-0.0460138371,C,0.7788348806,0.0675728981,C,0.9758520611,-0.2293529593,C,1.4195438392,0.1239123003,C,1.4067955972,-0.0668348178,C,-0.1071358161,C
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",0.904,0.0646887491,C,0.8615447737,-0.165349808,C,1.3327642537,0.1959936868,C,1.5248929248,0.9496229858,B,1.4181469396,0.3668715394,B-,1.7578832459,0.340037656,B-,12.4297482314,4.1229270436,A,0.839255979,B
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",0.929,0.1098603497,C,0.8776115984,-0.1486966387,C,1.7008858525,0.6098149549,B-,0.3148282941,-0.4810131717,C-,1.0669247036,-0.1065847717,C,1.2585354952,0.0210629574,C,0.6838057553,-0.3416391617,C-,-0.0481707831,C
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",0.905,0.0669272468,C,0.776283717,-0.2537223917,C-,1.4501103585,0.327907473,B-,0.5905554428,-0.1550262628,C,0.9219497341,-0.302014637,C-,1.2850056204,0.0379716152,C,0.7410588295,-0.3198775924,C-,-0.0854049356,C
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",0.964,0.171131812,C,0.8612150791,-0.1656915345,C,1.439319953,0.3157775156,B-,0.3718195862,-0.4136334624,C-,1.2196637178,0.099311219,C,1.1261598121,-0.0634963373,C,0.0932594864,-0.5661024536,C-,-0.0889576059,C
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",0.804,-0.113558706,C,1.232307857,0.2189439468,C,0.9185241853,-0.2696713298,C-,0.3987201388,-0.381829456,C-,1.4876400973,0.4605500447,B-,1.0674134561,-0.1010224925,C,0.5678192005,-0.3857249942,C-,-0.0817589981,C
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",0.658,-0.3740794729,C-,1.1108058237,0.0930078041,C,0.6121580601,-0.614070623,C-,0,-0.8532286134,D,1.2520152128,0.1429218389,C,0.4462988504,-0.4977797501,C-,0,-0.6015498561,C-,-0.3863969532,C-
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",0.800,-0.1204907486,C,1.4044466418,0.3973647846,B-,0.9439873184,-0.2410471305,C,1.1314281533,0.4844371482,B-,1.6787159429,0.7181250378,B-,0.7193497137,-0.3233595857,C-,0.9437520548,-0.2428350456,C,0.09602778,C
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",0.736,-0.2354530882,C,0.6143431954,-0.4215727897,C-,2.9536386762,2.0180881011,A,2.0600583614,1.5823387965,A-,1.1107942458,-0.0474475375,C,2.2749098231,0.670305283,B-,1.0580364323,-0.199396201,C,0.4809803663,B-
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",0.762,-0.1884945532,C,0.6787424437,-0.3548233477,C-,1.4629421873,0.3423322817,B-,0.7036427809,-0.0213252763,C,0.7874298606,-0.4833507728,C-,1.2007260775,-0.0158646979,C,1.2592384118,-0.1229204682,C,-0.1206352621,C
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",0.973,0.187146192,C,0.9387401707,-0.0853372332,C,1.1201277265,-0.0430401478,C,1.0367339899,0.3724820586,B-,1.2917757452,0.1965200258,C,1.795167838,0.363854408,B-,0.8409122125,-0.2819238871,C-,0.1013859166,C
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",0.779,-0.1585720214,C,0.7329897085,-0.2985963769,C-,1.4618203277,0.3410711513,B-,0.3384615385,-0.4530720411,C-,0.9423343022,-0.2745357321,C-,1.1269766503,-0.0629745552,C,0.6583216931,-0.3513255094,C-,-0.1797150121,C
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",0.737,-0.2325723203,C,1.0596606105,0.0399960914,C,3.6770444874,2.831299581,A,#DIV/0!,#DIV/0!,#DIV/0!,0.7921320922,-0.4770120476,C-,0.6436594203,-0.3717092347,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
